a0,a1,a2,a3,a4,a5,a6,a7,a8,labels
731,106.0,8,189.36523462512906,3,7,0.7144567376277456,97,4,5.0
740,98.0,6,91.31680415237653,5,2,0.34719058136390263,92,4,4.0
526,69.0,2,73.40528627292403,16,10,0.5725133637380765,5,7,3.0
74,116.0,4,162.39830887914033,0,5,0.6167230983338405,60,7,2.0
459,96.0,2,207.84716265261622,8,1,0.056853493357714203,91,6,2.0
756,87.0,5,29.438683288688626,3,8,0.12753725452001397,7,2,3.0
135,137.0,6,256.70380010185806,2,5,0.9762582920107844,4,1,3.0
605,85.0,3,15.56767603457008,12,1,0.8513906798063813,86,2,4.0
221,99.0,7,158.89441936806332,12,4,0.3285923234609897,76,2,3.0
56,95.0,4,100.28590021034368,18,2,0.47241299024701416,76,1,3.0
434,121.0,8,3.471180727184583,13,5,0.4514780497922816,2,3,4.0
493,132.0,4,16.90409426299497,9,8,0.3377741518533345,26,2,3.0
507,87.0,1,199.49101785370098,11,10,0.10714531841331422,62,2,3.0
327,69.0,7,133.50399391402075,17,1,0.19854564213458128,4,2,3.0
335,71.0,1,216.40838906686125,4,3,0.3286087472166734,67,8,3.0
208,137.0,5,196.23431055091459,15,2,0.0309418229628177,10,7,2.0
89,66.0,3,220.92196506582684,19,5,0.8870001692470835,34,5,3.0
825,106.0,1,285.96793332780567,12,1,0.809790740951418,78,3,4.0
458,112.0,4,163.66231391837874,2,10,0.9063146747990698,5,5,3.0
251,82.0,3,118.98371099513881,3,5,0.048024094007154246,39,1,2.0
863,84.0,6,139.39068342117483,16,6,0.6094405626897773,67,4,5.0
212,101.0,8,222.3915918945566,17,10,0.9026259611984123,96,1,4.0
254,89.0,2,293.9944501923741,13,8,0.7225744273344098,53,1,3.0
649,89.0,6,57.54302555048082,14,4,0.5839946441872012,66,2,4.0
562,68.0,1,241.7103084667411,7,7,0.14993855107170145,29,7,3.0
233,121.0,3,120.24044891842702,7,6,0.2817223914166824,97,7,3.0
861,95.0,4,283.0510018151915,14,4,0.7289705807706198,91,5,5.0
238,64.0,2,102.31311507119474,3,8,0.4023934612615827,12,7,3.0
751,75.0,8,259.26671693466864,12,6,0.09631236685852422,56,2,4.0
792,102.0,7,183.5659168116538,5,1,0.017492665236465796,10,2,3.0
531,77.0,4,8.059437149602092,2,1,0.7010538088200676,94,6,3.0
787,81.0,4,150.98917402427813,0,2,0.5190935238879041,67,7,4.0
855,95.0,5,271.5004320597717,20,4,0.5339693459733136,69,4,5.0
780,81.0,6,138.86001442774045,13,6,0.1423132441390242,59,7,4.0
455,67.0,5,66.18606589874102,10,8,0.06739065965105763,83,5,3.0
494,119.0,2,113.5146734637348,13,3,0.8092098714591863,38,3,4.0
669,74.0,3,77.18311417556,1,9,0.37443359442475055,95,5,3.0
288,95.0,2,189.86717735692008,1,8,0.4080413590723819,39,7,3.0
993,94.0,3,58.355036268084575,11,8,0.8961717203547412,64,5,5.0
904,68.0,2,47.58059793363086,19,5,0.19826740291560416,32,2,4.0
628,73.0,8,44.14496229921599,10,9,0.1890356449292256,16,6,4.0
57,76.0,4,129.22257374040566,5,2,0.9466365608970918,72,1,3.0
536,85.0,6,32.937720645512314,13,8,0.4709648655913919,43,1,4.0
71,110.0,4,288.7549830498281,14,9,0.5896185599940414,21,2,3.0
375,75.0,6,193.35659575296788,17,8,0.7875358760929547,77,5,4.0
402,69.0,2,270.53119438305305,10,3,0.41518708409291377,31,5,3.0
554,104.0,2,145.52349863825592,17,7,0.2758078884109337,8,4,3.0
314,82.0,7,240.57211548957198,0,2,0.7761000176502034,24,1,3.0
523,86.0,6,218.6894857198,14,5,0.04785141565814297,36,3,3.0
163,70.0,6,281.5489371192512,1,7,0.9865419619618603,16,7,3.0
791,92.0,6,282.3476995518156,13,10,0.7257554384046487,92,6,5.0
773,114.0,4,43.75287490138456,2,6,0.5236756202751847,62,4,4.0
899,83.0,7,213.5378514129948,3,3,0.758263237567817,61,5,5.0
993,111.0,8,253.08603496491685,13,4,0.209889625330947,82,6,4.0
457,95.0,5,19.088150254435625,14,6,0.9823624638148988,21,8,4.0
404,98.0,5,55.99446570201794,20,9,0.22079933388096928,68,8,3.0
994,132.0,3,175.0841094646438,10,10,0.3437927492120247,97,3,4.0
71,62.0,7,121.3143343762508,14,4,0.10889492546733233,56,3,2.0
575,97.0,2,124.27956665776148,13,7,0.9621741736797321,60,3,4.0
506,93.0,6,53.516547802576596,15,3,0.226162880976432,76,4,3.0
685,92.0,1,273.8494403011988,18,1,0.8221655569704727,24,7,4.0
18,76.0,1,219.96470282356148,6,1,0.2523099081605471,24,2,2.0
812,99.0,7,115.81790723052869,6,10,0.5850628948152578,48,8,5.0
752,86.0,5,2.409705913727726,4,7,0.34543742429019936,13,8,4.0
160,83.0,6,279.1941844679769,17,10,0.41054667320695465,48,4,3.0
880,110.0,7,0.7915756929043939,7,2,0.3616994474148425,61,4,4.0
289,112.0,4,187.57093899462032,1,6,0.2779355962861186,96,6,3.0
773,65.0,2,71.23413545985396,12,1,0.6734687199253745,70,6,4.0
147,90.0,6,247.52209145730788,14,10,0.5384413306865576,90,1,3.0
522,65.0,8,3.936186239472743,13,1,0.8473511176762063,57,4,4.0
583,94.0,2,51.32785399998569,7,10,0.9265120180838898,67,4,4.0
577,86.0,2,278.49372735783106,0,1,0.4389940876333637,17,4,3.0
600,96.0,5,251.16582775287452,2,2,0.40692151262878634,15,7,4.0
127,118.0,6,286.74131165268705,7,4,0.5942181106110588,5,4,3.0
859,88.0,6,186.2529313969001,7,7,0.18025205276966386,84,5,4.0
377,128.0,2,31.24520336430408,3,5,0.7526611067329464,73,6,3.0
313,104.0,1,39.614854321733716,6,4,0.6517358078024338,57,2,3.0
684,79.0,8,189.15805497383292,17,1,0.7425895151051545,17,3,5.0
826,76.0,1,7.082440216570732,8,5,0.409285600969062,33,1,4.0
730,78.0,5,246.5940352786345,3,2,0.36607790152988445,31,8,4.0
584,92.0,7,243.10438772454197,0,5,0.9345631886366073,67,2,4.0
622,131.0,2,203.47937170678412,4,1,0.9146634749749761,38,8,4.0
313,85.0,4,237.10998284727347,1,10,0.5443372552410064,5,2,3.0
611,68.0,4,63.59376107273452,13,4,0.43451628913764456,23,5,4.0
142,95.0,1,200.9243519113437,9,9,0.9502656120975015,90,4,3.0
807,81.0,2,173.4391885703657,11,3,0.6239390743732075,49,2,4.0
868,74.0,4,251.58379956799453,4,4,0.6754228545817106,46,4,5.0
239,72.0,2,34.5084430251831,7,4,0.14931856839483798,23,6,2.0
44,67.0,5,177.61522279717803,19,7,0.26456950389748546,3,7,3.0
177,68.0,7,144.15830784909497,1,8,0.029053846308543525,66,1,2.0
933,79.0,5,145.1197350036177,15,4,0.5373211821796857,74,6,5.0
718,99.0,8,38.68839700471754,3,9,0.6841962483345646,85,1,4.0
240,87.0,3,106.85391283038692,2,4,0.3418765450844737,27,3,3.0
707,109.0,4,163.40555395927973,17,9,0.6232332900624491,33,2,4.0
113,106.0,7,283.07409744430663,2,10,0.8502367550325834,62,1,3.0
156,104.0,8,296.09440776522183,20,7,0.08616144695471464,12,5,3.0
591,104.0,5,9.142782426091003,13,1,0.37567504359489856,22,5,4.0
563,74.0,7,151.71096899534314,12,7,0.5667621854462439,27,5,4.0
807,106.0,8,148.10848596319522,11,1,0.9824006353210811,1,8,5.0
406,70.0,7,88.78571845915504,14,3,0.0964030449270885,61,7,3.0
185,130.0,6,135.19653785124345,17,1,0.44871862516906275,15,2,3.0
69,105.0,6,42.77877711959947,11,7,0.010188438641021659,89,3,2.0
489,84.0,8,78.3705800104225,6,8,0.7660410171765557,77,5,4.0
745,67.0,2,257.2972645470073,14,2,0.49111226752619996,61,8,4.0
777,105.0,4,9.515911568562077,1,10,0.47671769677895665,64,1,4.0
696,97.0,8,55.87138344387394,0,9,0.7470688941335905,60,3,4.0
775,87.0,4,177.80583096482908,4,9,0.3826375408755407,81,1,4.0
760,80.0,8,168.3937926143305,0,7,0.871843110599374,92,4,5.0
868,90.0,3,180.9148889436859,19,4,0.7461100814586417,41,2,5.0
387,70.0,6,108.71301099084839,9,7,0.01767801659610713,37,2,2.0
562,125.0,3,163.3338758566018,4,2,0.11403473644765404,20,8,3.0
503,85.0,7,179.00881150410873,10,8,0.2550450770143287,66,1,4.0
282,115.0,4,239.38019100455367,12,10,0.816981422108633,73,8,3.0
969,95.0,1,131.66825134913609,20,8,0.2877941149043764,46,3,4.0
356,92.0,8,197.59653108116987,16,5,0.6522648523398034,85,7,4.0
112,67.0,5,268.368037663432,11,2,0.09495006176995024,10,3,2.0
588,72.0,5,48.941903425461014,9,8,0.8530431172393973,76,8,4.0
119,85.0,4,218.14648120522827,0,7,0.7962142746640595,65,6,3.0
441,112.0,5,166.7518216594302,19,6,0.4705085281806711,68,7,4.0
520,88.0,7,199.33498006479684,8,2,0.18812837729420048,59,5,3.0
292,97.0,8,148.90688321748706,13,9,0.8478419562097962,41,6,4.0
782,140.0,8,260.83177873951325,6,5,0.672295436219306,69,6,5.0
901,75.0,4,241.51395424568085,17,4,0.7548143204120245,89,7,5.0
975,83.0,7,118.15696104823583,14,1,0.8957485784598417,36,2,5.0
793,94.0,6,5.48985082793886,1,8,0.4254890935214493,91,7,4.0
735,78.0,6,246.77265568650736,3,7,0.47936365019865174,12,5,4.0
885,91.0,4,84.22654483372892,3,7,0.9588818939794743,24,1,5.0
442,104.0,7,114.56131064744986,6,8,0.9322598781944494,77,6,4.0
931,92.0,5,212.5482535990795,2,3,0.24268251848790945,37,3,4.0
129,69.0,6,13.333650022058707,0,1,0.5721872446241622,77,6,3.0
566,94.0,7,73.54828551731656,1,1,0.7214492408548085,50,1,4.0
502,70.0,2,67.88239726338458,1,4,0.35263481848118555,37,2,3.0
404,96.0,6,34.34585537280377,19,2,0.15072122960901266,50,5,3.0
546,74.0,8,294.77826010117224,6,7,0.9386498131920671,97,4,4.0
22,102.0,8,93.66158227727486,18,1,0.24316992905267176,32,3,3.0
287,93.0,4,48.987809859116645,15,1,0.604747043914864,2,7,3.0
25,83.0,6,38.39774629487394,15,2,0.034746150085321774,80,4,2.0
387,101.0,4,177.8477942207156,5,10,0.6817443110696587,11,2,3.0
430,71.0,6,168.34633173746496,18,3,0.5265742145885642,53,2,4.0
564,77.0,5,77.945439603954,7,6,0.6430470857041027,41,8,4.0
106,109.0,6,272.6796235933239,0,9,0.8118395543486604,11,5,3.0
485,127.0,6,173.19660188762512,11,7,0.4352151296535918,57,7,4.0
776,82.0,6,25.920809427728468,18,6,0.6207560019394955,70,5,5.0
711,108.0,5,54.36945899684948,16,5,0.8941439582638548,28,5,5.0
394,89.0,2,192.29269308186315,10,5,0.3618787292460649,34,2,3.0
438,93.0,8,209.51103258036514,7,10,0.549602318234538,18,5,4.0
523,96.0,4,117.44445490892839,16,2,0.8971019782583876,68,8,4.0
907,131.0,7,119.74323551894841,0,2,0.041962549491218956,19,7,3.0
838,72.0,4,27.367177147791452,6,7,0.180765069469361,13,3,3.0
791,100.0,3,82.87883944395766,0,2,0.6129660537748576,30,1,4.0
359,99.0,1,174.18629848147515,7,4,0.4569762411506059,5,2,3.0
198,133.0,3,274.85800032547354,16,5,0.12205316569084818,91,8,2.0
512,139.0,2,266.78220213131704,2,10,0.5081483104390039,32,6,3.0
159,118.0,6,172.0407562928677,1,7,0.03953827878125397,7,3,2.0
958,105.0,8,177.83272858600742,5,10,0.553331178459676,25,3,5.0
677,99.0,1,153.13306713839992,15,6,0.057554375154384316,86,2,3.0
956,105.0,7,118.29406900393518,0,7,0.35919320566190066,10,6,4.0
615,105.0,2,44.76040473136391,19,10,0.8981131331016274,15,4,4.0
374,114.0,7,159.57994062599474,11,9,0.5425953691265439,86,3,4.0
169,105.0,8,167.3758530287405,2,7,0.15319022500129573,61,1,2.0
521,101.0,1,143.6332075943214,16,5,0.4359595437871384,92,8,3.0
999,101.0,2,4.936298071488016,3,4,0.07725133963285898,76,4,3.0
894,104.0,4,209.53562240719842,1,6,0.46554960547718544,23,2,4.0
775,83.0,2,294.25470218426426,19,9,0.9211047352056889,3,1,5.0
401,72.0,4,256.79440994634984,13,6,0.9694432365429868,22,2,4.0
895,122.0,3,180.4142931518956,16,9,0.28175792516905035,38,3,4.0
385,93.0,8,29.28735288656763,16,3,0.10786127352249199,8,4,3.0
231,88.0,7,81.94455091785713,14,1,0.2093105044702992,23,5,3.0
973,103.0,7,144.81998258186383,4,10,0.920978738599836,30,4,5.0
325,74.0,5,189.80567314650364,11,10,0.18855105966990598,74,4,3.0
695,96.0,3,248.3997764424365,1,4,0.1032056424801424,83,2,3.0
187,91.0,7,195.83560446325734,10,2,0.44238580931824056,61,8,3.0
174,87.0,5,81.65018498155423,5,4,0.6228669580721703,62,7,3.0
87,82.0,5,73.21602814262482,18,5,0.11194325312206581,10,4,2.0
563,101.0,2,173.58235346177887,15,8,0.44228756256420876,29,5,4.0
221,99.0,3,290.93463340577205,7,10,0.9093494595230944,78,2,3.0
203,140.0,2,21.020801801407316,7,7,0.9477067134969275,21,3,3.0
541,111.0,1,109.13593884197168,12,9,0.5822933033483374,79,8,3.0
616,110.0,7,247.09090387607836,17,9,0.7059804459826203,3,8,5.0
256,109.0,8,144.93143660630128,10,6,0.935634301844184,40,3,4.0
360,88.0,4,35.88675769171434,6,4,0.31429001546992286,86,4,3.0
532,81.0,4,71.28099989457891,6,1,0.7192056034529458,12,6,4.0
182,80.0,3,154.41918249592,19,7,0.19990189903196204,10,2,3.0
910,110.0,2,123.35622862644243,13,5,0.27359869860099095,7,2,4.0
673,75.0,4,262.71585480885807,14,9,0.7585785680009314,68,6,4.0
322,118.0,8,142.70360189718505,2,5,0.8654037705579652,33,7,4.0
771,68.0,7,9.278470984445734,6,4,0.5818470984149291,80,3,4.0
199,89.0,1,192.59868050854445,0,10,0.4235423318537963,50,7,2.0
713,118.0,2,246.5649021159809,0,4,0.37948834430487727,38,7,3.0
408,133.0,3,204.84975827418523,15,8,0.35966005284773134,78,5,3.0
699,78.0,5,213.2128715548808,20,9,0.9728873411559883,29,5,5.0
729,97.0,1,222.35012348950355,20,4,0.7970847913368705,53,4,4.0
358,72.0,8,52.0312538932614,12,1,0.9214014130368025,72,4,4.0
934,112.0,1,37.818641822078355,20,8,0.9891681694228193,55,5,5.0
325,84.0,7,263.9763430320777,6,10,0.1329512182132032,99,6,3.0
564,121.0,6,61.7596160390778,6,5,0.2561213996712297,97,2,3.0
383,98.0,6,288.7506152703671,9,8,0.3099143405376342,35,7,3.0
783,93.0,4,167.75585112167857,3,2,0.6350169521641349,3,7,4.0
318,72.0,2,130.70450840879755,1,8,0.36572166489768587,57,1,3.0
974,79.0,1,242.4222232086786,1,4,0.7320178710695805,21,5,4.0
668,98.0,5,107.34039838284878,7,2,0.562716367362753,76,1,4.0
303,101.0,3,240.6598255528702,10,5,0.3656125517795575,83,6,3.0
311,88.0,7,139.55007758880112,12,5,0.3422133003464494,72,8,3.0
214,122.0,3,296.52435488986265,4,7,0.5483892188518005,55,6,3.0
411,101.0,1,270.81945361376006,10,3,0.7832976725860344,54,5,3.0
94,81.0,8,59.7434219856346,8,5,0.2606010439673306,74,8,3.0
959,79.0,4,80.35930959958841,16,8,0.10164456881233817,95,7,4.0
721,80.0,7,180.26844563656138,1,4,0.824995131415108,84,8,4.0
257,93.0,5,63.84952442845379,2,6,0.9809802125652517,84,2,3.0
991,72.0,8,59.186439855536655,11,6,0.738333358410211,80,1,5.0
268,121.0,5,95.75300893982768,13,10,0.4787226916520022,83,1,3.0
860,90.0,5,236.69023676322308,12,10,0.8629474703044064,89,7,5.0
905,92.0,8,22.62669596988323,20,4,0.7820053949210277,32,8,5.0
888,80.0,3,5.907554960621904,5,3,0.05527218041390333,67,2,3.0
833,102.0,7,9.001678143409723,20,6,0.28764326174048793,64,8,4.0
548,74.0,6,33.62514808802911,8,10,0.10082064317891305,33,8,3.0
142,65.0,7,242.88905638215365,1,3,0.46302035269417324,85,2,3.0
728,146.0,2,273.70114298016415,0,7,0.3885052974086512,54,3,3.0
648,83.0,2,12.284539130082187,4,6,0.5518927052105751,84,6,4.0
320,87.0,7,203.9551513744983,16,3,0.18873091951861126,34,4,3.0
837,82.0,6,293.61086105491427,2,9,0.43647486889669146,71,3,4.0
590,74.0,1,37.005880856573164,10,8,0.5628688442701106,50,2,3.0
510,91.0,4,212.3095412485223,19,5,0.21557334744706344,67,8,3.0
718,148.0,3,130.0576826585323,16,1,0.47609646446587633,78,8,4.0
560,69.0,6,133.0216364066285,5,9,0.9082549396544154,32,6,4.0
509,99.0,4,220.3014468171251,17,3,0.3035533370279337,45,7,4.0
203,72.0,1,275.49147077848465,10,10,0.9920299605844658,63,5,3.0
502,97.0,2,33.97094763005575,19,5,0.4566424419939968,8,5,3.0
989,91.0,5,230.9527533042508,13,10,0.356698547012915,5,1,5.0
891,113.0,5,179.26685319043642,15,9,0.6514212350537094,98,2,5.0
969,110.0,3,275.8219904476088,3,1,0.9691913966708587,62,5,5.0
549,89.0,7,41.74845542627446,17,2,0.9320252587150181,65,2,4.0
47,89.0,5,209.23924945484004,17,2,0.898384621899795,36,3,3.0
281,86.0,7,202.12876235267322,6,8,0.8400315125966276,10,6,4.0
761,100.0,3,191.16114194211605,19,10,0.4256357009716383,49,7,4.0
218,63.0,5,107.84184509570893,8,6,0.37779494533730906,6,5,3.0
267,117.0,7,234.39738251161975,16,2,0.022576976362749253,74,1,2.0
757,86.0,2,196.80238036245845,3,1,0.7260317964889818,76,2,4.0
169,81.0,8,167.3688605894882,0,3,0.32696776687856755,69,1,3.0
983,79.0,8,216.11351069501427,9,9,0.4159757246280906,32,2,5.0
392,116.0,8,216.65046130580998,11,5,0.37799221238745107,98,7,4.0
498,112.0,4,260.28081389179044,12,10,0.6167888826568791,41,8,4.0
536,88.0,3,213.02003353404857,14,7,0.28342637959943795,44,7,3.0
11,76.0,2,118.95832001170467,10,3,0.023275086908460765,77,5,2.0
313,80.0,4,155.595317892124,14,1,0.40838418059128884,3,8,3.0
576,103.0,2,96.82191620899268,10,9,0.8947832535578784,30,7,4.0
449,128.0,7,241.19625683384982,17,7,0.6610845919026006,62,2,4.0
344,92.0,1,64.93286611273483,18,2,0.31145381996011456,7,3,3.0
592,71.0,3,179.49438203989413,19,2,0.8530450859704126,5,6,4.0
276,91.0,6,93.61256724717884,17,10,0.9040138383365403,86,2,4.0
218,79.0,4,98.05949278212293,18,7,0.48096866646258585,5,3,3.0
384,148.0,1,87.05783141883973,2,8,0.01963609344616965,35,4,2.0
470,130.0,8,78.85363134013788,10,7,0.9706462543379656,57,4,4.0
495,77.0,2,215.48901130452234,6,9,0.4637651800043901,7,6,3.0
37,104.0,1,87.33926615513666,17,9,0.09990815600820926,38,2,2.0
985,83.0,6,153.3187953873669,17,9,0.0644213012572332,60,2,4.0
462,100.0,6,153.37001440321902,17,6,0.24944488170438245,21,8,3.0
783,92.0,8,218.6762960333706,20,1,0.34152837536301556,63,1,4.0
157,104.0,6,108.21087907600875,1,1,0.7894696350319234,60,2,3.0
254,101.0,7,277.4220707073664,1,2,0.2136131075287591,23,5,3.0
952,95.0,3,258.3213368811302,16,8,0.7995373718062696,74,6,5.0
282,107.0,1,11.544542507731277,6,1,0.5625516589472722,1,3,3.0
304,71.0,8,269.31439604758634,12,10,0.31748121685723857,69,8,3.0
398,107.0,2,235.88209385073958,14,9,0.37398450797647415,19,5,3.0
812,93.0,6,165.90995468075795,20,9,0.4303890818373439,3,7,5.0
353,72.0,5,83.52466230180296,4,6,0.30777449275729374,14,7,3.0
951,117.0,3,229.64382074739711,10,2,0.21179447657037984,86,3,4.0
136,116.0,5,5.692478843207459,14,4,0.1678979012160335,1,6,2.0
484,74.0,7,19.404674436594757,17,5,0.18934478017157613,93,8,3.0
986,113.0,5,9.68535835377318,7,1,0.6537600587024099,59,6,5.0
844,69.0,1,235.51572358091641,10,7,0.8168546933601596,91,7,4.0
241,103.0,1,185.17695195955622,19,4,0.15458151252157543,96,7,2.0
531,114.0,1,166.76834713525292,13,5,0.5440556726131642,74,3,3.0
700,109.0,6,136.30403191300798,9,3,0.7236833061876822,3,8,4.0
566,131.0,1,266.6030892580187,4,5,0.7138271292166435,15,5,3.0
900,94.0,5,266.4453549725055,11,1,0.1404235069774206,32,1,4.0
538,72.0,2,270.2244396356353,13,2,0.5919827997597682,28,3,4.0
265,99.0,2,7.690087055600002,0,6,0.4539564677163191,55,5,2.0
521,69.0,5,256.3505000172421,15,1,0.037816764565386456,54,6,3.0
842,113.0,4,103.21044666503015,0,10,0.32681400495226054,26,8,4.0
308,156.0,8,91.85720398891193,13,2,0.9083619957990458,49,2,4.0
271,87.0,3,6.911330434428018,17,4,0.3341496874422721,19,4,3.0
982,76.0,6,276.7715526414958,18,8,0.5332905891556061,12,4,5.0
812,86.0,6,232.72574354469785,4,8,0.9032156496907982,28,2,5.0
751,114.0,5,165.28921195610437,3,2,0.5088868801871473,59,5,4.0
324,115.0,5,66.3998607559932,15,4,0.13296924026933118,76,8,3.0
313,69.0,4,59.68774247216892,16,1,0.6994079349327311,24,2,3.0
725,88.0,2,244.7372304451429,12,1,0.10038991782719134,80,8,3.0
940,64.0,5,270.0466097429402,6,10,0.5690582277518054,1,5,5.0
874,94.0,6,204.09973203150733,20,2,0.2542454790575327,83,3,4.0
967,79.0,5,19.61506075959865,8,5,0.4502476224428824,94,6,4.0
876,89.0,8,192.5192493611694,4,8,0.4345676551930687,89,7,5.0
796,76.0,2,240.3907648801181,15,3,0.2541801104981595,21,6,4.0
400,81.0,1,220.6687094288146,16,4,0.664221986238486,41,1,3.0
571,136.0,4,181.38560809698797,4,3,0.6516418133132076,14,3,4.0
890,78.0,5,282.34030149440395,3,3,0.733984245114245,85,6,5.0
82,88.0,2,109.7915710973874,19,8,0.9961103553605647,23,4,3.0
576,107.0,6,6.218457632745377,15,5,0.10140657975810868,11,7,3.0
933,110.0,2,180.7547283261155,14,6,0.16601627411810096,25,5,4.0
852,101.0,6,173.2280198947969,19,6,0.49472168320837684,38,1,5.0
486,71.0,1,69.98899442604828,4,8,0.5415592961834194,98,3,3.0
686,73.0,8,2.3373387162963737,17,4,0.9832147038945203,91,5,5.0
389,124.0,6,189.60496600138265,1,8,0.7625847104753462,1,2,3.0
30,117.0,7,248.90060558614041,3,6,0.4036022572920401,49,8,3.0
945,64.0,2,263.4380894101807,10,6,0.07579106492843933,33,3,3.0
891,125.0,4,243.9806711542718,4,5,0.5393438169374698,43,6,4.0
210,107.0,4,98.89622665995232,13,9,0.46935389928644644,42,2,3.0
352,74.0,5,64.42248549907133,11,10,0.13990334778724695,80,7,3.0
228,108.0,8,147.16837759392607,16,8,0.8692916971626735,30,4,4.0
908,154.0,2,70.38445888772529,8,6,0.19728542334296556,60,4,3.0
685,103.0,3,273.55790748136843,13,10,0.6688807767532348,26,3,4.0
488,108.0,6,43.51883253797241,11,10,0.5857768031818769,61,6,4.0
179,85.0,8,144.43276109589604,4,9,0.878064358505786,27,3,4.0
311,129.0,2,77.72616592634046,4,9,0.7278844730997166,40,5,3.0
808,70.0,6,261.8389021935958,0,4,0.5279115721788031,22,3,4.0
737,105.0,6,216.53520053641296,18,10,0.4075409471250426,24,6,4.0
105,105.0,6,179.5460691316742,13,8,0.8156858997410947,82,6,3.0
307,126.0,7,261.33746598881146,9,9,0.3755512740236995,28,1,3.0
14,80.0,4,33.400818545413294,3,3,0.9958532235653219,72,3,3.0
793,88.0,6,17.184886471993234,15,9,0.0199843334190729,48,7,3.0
750,115.0,4,294.1433078629092,0,10,0.6645441914906498,73,4,4.0
278,105.0,6,194.9611212133915,7,7,0.555802432768072,76,8,3.0
52,104.0,7,85.834074102906,0,6,0.3470983214810598,99,5,2.0
910,85.0,5,152.0384238707927,4,1,0.6553947152699043,29,7,5.0
441,71.0,1,245.51027410081127,10,8,0.2635612184936611,89,2,3.0
56,87.0,7,210.6986644876936,6,10,0.6312731342281339,83,6,3.0
616,81.0,1,288.0502963722613,19,10,0.9446963522347777,60,5,4.0
112,114.0,2,109.46102071792656,20,3,0.5126291893202429,62,8,3.0
296,112.0,7,163.1693115521739,3,4,0.5573291377220836,36,8,3.0
430,94.0,8,60.58834412045382,2,9,0.5188266340320868,82,2,3.0
448,87.0,8,144.69324765612086,16,1,0.6456929772884419,17,8,4.0
455,63.0,3,237.09520419324744,9,4,0.5853226381888565,70,8,3.0
835,93.0,4,226.8323019475448,7,10,0.4294776430247568,18,6,4.0
205,93.0,1,139.94483157075288,13,3,0.4794354160851714,21,3,3.0
442,104.0,5,173.92410482069283,9,2,0.6981078538986781,11,4,4.0
922,78.0,8,108.19150596698394,3,2,0.8339029593792636,6,5,5.0
551,104.0,7,23.8623823068949,6,2,0.16561683613554293,33,1,3.0
47,70.0,1,196.4340505779104,13,2,0.0162763765886661,42,1,2.0
353,71.0,5,11.185297702235252,4,4,0.48088385515729815,69,8,3.0
749,140.0,8,70.36995080856789,16,7,0.7441851341728732,12,7,5.0
242,78.0,3,250.8028775428015,6,3,0.17312355929403103,34,4,2.0
474,116.0,2,291.13550315198756,5,5,0.07930312187158436,29,1,2.0
932,89.0,1,112.89934621977804,9,2,0.04340998008623673,4,1,3.0
839,81.0,2,183.04710553622147,12,10,0.4993373710128748,82,6,4.0
134,85.0,5,169.97911177136356,3,4,0.8280512738967652,30,2,3.0
99,72.0,7,30.60094217483702,17,4,0.5464818661633548,45,7,3.0
84,91.0,6,80.28295027061563,16,7,0.2049044497226693,9,1,3.0
132,106.0,4,92.76531404131363,15,10,0.6909498880796429,40,5,3.0
819,73.0,4,226.8503825407218,6,5,0.6907761333309769,60,5,4.0
583,78.0,4,160.75713830666894,10,6,0.6800332092648731,61,2,4.0
824,81.0,7,250.65346706520123,2,4,0.9105968856038655,21,4,5.0
40,121.0,4,29.245644620120608,6,7,0.10528427045909503,86,8,2.0
360,86.0,6,102.98018405370733,17,5,0.7233606015695724,75,6,4.0
822,87.0,3,182.7989663229751,2,7,0.2103358828908219,84,8,3.0
640,104.0,1,31.34413107734747,4,8,0.417372277967791,67,4,3.0
604,113.0,7,140.14745281959966,11,1,0.6507149990261185,78,3,4.0
139,81.0,1,140.02154914915448,10,6,0.5672643289943561,29,4,3.0
353,85.0,2,149.46677444601198,6,2,0.9024121196105674,84,4,3.0
372,93.0,2,159.70711282719964,14,8,0.8139574019504009,90,6,4.0
893,72.0,3,187.4176488833768,10,5,0.9731422171466383,88,2,5.0
605,104.0,8,127.22507687682241,12,10,0.5060750250436837,100,3,4.0
30,87.0,7,271.5523116546585,11,5,0.048405290365529145,27,4,2.0
905,102.0,7,130.76277653585112,3,10,0.5543953873489001,48,7,5.0
148,116.0,4,144.4755796843356,14,8,0.800042268513821,46,1,3.0
141,122.0,2,95.30635172701803,0,9,0.6748847536324719,34,7,2.0
60,123.0,2,46.13923750072803,5,10,0.03404782916707951,62,6,2.0
973,74.0,7,212.70657441853177,17,6,0.08062913533670343,85,1,4.0
277,106.0,6,118.38143405881272,5,4,0.7057574067566651,33,8,3.0
569,112.0,3,229.92560592909572,3,4,0.2508195093372891,87,4,3.0
267,64.0,1,266.05739198615805,0,8,0.10769416209979972,74,4,2.0
71,110.0,5,224.90306102464496,7,10,0.9666326482290064,14,4,3.0
622,114.0,3,7.4276135885189625,19,7,0.3412498223174348,31,3,4.0
575,89.0,6,195.4136501000828,16,7,0.8166638755681543,98,1,5.0
502,74.0,3,145.9611519339462,5,9,0.5051391814023328,23,4,3.0
470,71.0,6,223.96411613760975,19,3,0.58140097440351,16,7,4.0
696,81.0,3,150.64718109985387,8,4,0.757944979356001,24,8,4.0
413,74.0,5,178.60650192959716,1,7,0.6835124243915284,91,1,3.0
707,93.0,5,29.42673188458334,7,1,0.6228259137480794,35,3,4.0
